"","locID","pnldep","mesh","fishID","sex","age","len","wgt"
"60","Deer Park",67.99,5.5,19167,NA,NA,410,800
"61","Deer Park",69.05,3.5,19168,"F",NA,423,800
"62","Deer Park",69.05,3.5,19169,"M",NA,420,800
"63","Deer Park",69.05,3.5,19170,"F",NA,419,800
"64","Deer Park",69.05,3.5,19171,"M",NA,456,900
"65","Deer Park",69.05,3.5,19172,"M",NA,492,900
"66","Deer Park",69.82,4.5,19173,"F",NA,575,2100
"67","Deer Park",69.82,4.5,19174,"M",NA,484,1100
"68","Deer Park",70.43,4.5,19175,"M",NA,440,900
"69","Deer Park",70.43,4.5,19176,"M",NA,512,1600
"70","Deer Park",70.88,2.5,19177,"M",NA,528,1600
"71","Deer Park",70.88,2.5,19178,"F",NA,470,1000
"72","Deer Park",70.88,2.5,19179,"M",NA,342,400
"73","Deer Park",70.88,2.5,19180,"M",NA,332,400
"74","Deer Park",71.34,4,19181,NA,NA,460,1200
"75","Deer Park",71.34,4,19182,NA,NA,545,1500
"76","Deer Park",71.65,2,19183,"M",NA,296,400
"77","Deer Park",71.65,2,19184,"M",NA,300,300
"78","Deer Park",71.65,2,19185,"M",NA,305,400
"79","Deer Park",73.32,5.5,19186,"M",NA,331,400
"80","Deer Park",73.78,3.5,19187,"M",NA,469,900
"81","Deer Park",73.78,3.5,19188,"F",NA,460,1100
"82","Deer Park",73.78,3.5,19189,"F",NA,512,1300
"83","Deer Park",73.48,3,19190,"F",NA,510,1400
"84","Deer Park",18.14,4,19191,"F",NA,556,1900
"85","Deer Park",17.99,2,19192,"F",NA,350,500
"86","Deer Park",20.12,4.5,19193,"F",NA,420,800
"87","Deer Park",21.34,3.5,19194,"F",NA,443,900
"88","Deer Park",19.05,3.5,19202,"M",NA,445,800
"89","Deer Park",21.34,2.5,19209,"F",NA,490,1000
"90","Blind Sucker",37.04,2.5,19823,"M",7,368,300
"91","Blind Sucker",58.69,3.5,19729,"M",13,378,500
"92","Little Lake Harbor",37.65,3.5,19231,NA,NA,459,900
"93","Blind Sucker",28.66,2.5,19686,"F",7,368,400
"94","Little Lake Harbor",40.7,3.5,19233,NA,NA,495,1300
"95","Little Lake Harbor",51.37,3.5,19344,"F",10,370,1000
"96","Little Lake Harbor",41.46,2,19235,NA,12,451,900
"97","Little Lake Harbor",42.53,4,19236,NA,NA,500,1250
"98","Little Lake Harbor",33.38,2.5,19227,"M",8,379,700
"99","Blind Sucker",60.06,4,19774,"M",8,407,600
"100","Blind Sucker",62.04,4,19747,"M",8,411,500
"101","Blind Sucker",48.17,3,19864,"F",8,378,400
"102","Blind Sucker",69.51,3,19750,"M",9,413,500
"103","Blind Sucker",56.71,2.5,19726,"F",7,394,500
"104","Little Lake Harbor",43.75,3.5,19312,"F",9,412,600
"105","Blind Sucker",68.75,2.5,19755,"M",11,416,800
"106","Blind Sucker",25.76,4,19699,"F",9,421,600
"107","Blind Sucker",60.06,4,19770,"F",8,422,400
"108","Blind Sucker",58.69,3.5,19732,"F",9,426,500
"109","Blind Sucker",47.1,3.5,19860,"F",10,435,600
"110","Little Lake Harbor",49.54,3.5,19251,NA,NA,498,1000
"111","Blind Sucker",60.06,4,19769,"M",7,423,600
"112","Little Lake Harbor",51.83,4,19339,"M",9,424,700
"113","Little Lake Harbor",49.54,3.5,19254,NA,NA,620,2200
"114","Little Lake Harbor",24.24,4,19256,NA,NA,465,900
"115","Little Lake Harbor",24.24,4,19257,NA,NA,483,1200
"116","Little Lake Harbor",37.04,3,19299,"F",10,448,850
"117","Little Lake Harbor",44.66,3,19314,"M",10,425,850
"118","Little Lake Harbor",23.63,4.5,19261,NA,NA,526,1300
"119","Blind Sucker",60.06,4,19772,"M",12,428,700
"120","Little Lake Harbor",36.13,2.5,19298,"M",10,432,650
"121","Little Lake Harbor",51.83,4,19340,"F",10,452,1000
"122","Little Lake Harbor",41.31,3.5,19305,"F",10,455,900
"123","Blind Sucker",54.42,3,19723,"M",10,433,600
"124","Blind Sucker",56.71,2.5,19727,"M",8,436,600
"125","Blind Sucker",68.75,2.5,19752,"M",8,437,500
"126","Blind Sucker",62.2,4,19764,"F",10,455,600
"127","Little Lake Harbor",21.04,4,19275,NA,NA,520,1300
"128","Little Lake Harbor",21.04,5,19276,NA,NA,583,1700
"129","Blind Sucker",60.52,2,19765,"F",12,455,700
"130","Blind Sucker",59.91,3.5,19777,"M",9,437,1100
"131","Blind Sucker",24.24,2.5,19703,"F",9,460,800
"132","Little Lake Harbor",21.04,2.5,19277,"F",10,461,1000
"133","Blind Sucker",43.45,3.5,19844,"F",10,462,800
"134","Blind Sucker",22.87,3,19780,"F",10,465,800
"135","Little Lake Harbor",44.66,3,19315,"F",10,469,1050
"136","Blind Sucker",62.04,4,19746,"M",7,438,1000
"137","Little Lake Harbor",22.41,4,19294,"F",NA,492,1400
"138","Little Lake Harbor",36.13,2.5,19296,"M",NA,387,500
"139","Blind Sucker",28.05,3.5,19688,"F",9,473,900
"140","Blind Sucker",68.75,2.5,19753,"M",8,444,300
"141","Blind Sucker",60.06,4,19768,"F",11,476,900
"142","Blind Sucker",20.88,4,19717,"M",10,446,600
"143","Blind Sucker",54.42,3,19725,"M",10,452,700
"144","Blind Sucker",28.05,3.5,19691,"F",8,478,900
"145","Little Lake Harbor",51.83,4,19337,"F",10,485,1500
"146","Blind Sucker",62.2,4,19763,"F",11,487,800
"147","Little Lake Harbor",39.79,4,19303,"F",10,491,1600
"148","Blind Sucker",63.26,4.5,19737,"F",11,492,1100
"149","Little Lake Harbor",44.66,3,19316,"F",12,493,1000
"150","Little Lake Harbor",43.14,2.5,19309,"M",NA,462,850
"151","Little Lake Harbor",50.76,6,19323,"F",12,495,1200
"152","Blind Sucker",26.37,4,19697,"M",10,453,900
"153","Blind Sucker",68.75,2.5,19754,"F",10,495,1100
"154","Blind Sucker",54.42,3,19724,"M",10,456,700
"155","Little Lake Harbor",19.21,4,19288,"F",8,496,600
"156","Blind Sucker",36.43,4.5,19820,"F",10,500,NA
"157","Little Lake Harbor",48.63,2,19249,"F",10,502,1200
"158","Little Lake Harbor",51.37,3.5,19343,"F",9,502,1200
"159","Blind Sucker",58.69,3.5,19731,"M",14,458,800
"160","Little Lake Harbor",22.1,4.5,19269,"M",9,460,1300
"161","Blind Sucker",25.46,3.5,19700,"M",12,461,900
"162","Blind Sucker",45.58,4.5,19721,"F",11,502,600
"163","Blind Sucker",60.06,4,19767,"F",10,509,1800
"164","Blind Sucker",23.93,5.5,19705,"M",9,461,700
"165","Blind Sucker",43.45,3.5,19845,"F",13,510,1100
"166","Blind Sucker",19.97,3.5,19787,"M",9,462,1000
"167","Little Lake Harbor",37.8,5,19301,"M",10,463,900
"168","Little Lake Harbor",46.8,4.5,19246,"M",10,466,1000
"169","Little Lake Harbor",45.58,2,19317,"F",12,511,1300
"170","Little Lake Harbor",21.19,3.5,19273,"M",11,466,1150
"171","Grand Marais",55.95,2.5,19915,"F",11,511,1200
"172","Little Lake Harbor",37.65,3.5,19232,"F",11,512,1250
"173","Little Lake Harbor",48.93,5,19250,"F",11,512,1350
"174","Little Lake Harbor",51.83,4,19338,"M",10,468,1200
"175","Little Lake Harbor",46.49,3.5,19243,"M",11,471,1150
"176","Little Lake Harbor",22.87,3.5,19266,"F",12,513,1200
"177","Little Lake Harbor",20.73,4,19284,"F",11,513,1800
"178","Grand Marais",50.46,4,19909,"F",11,514,1500
"179","Blind Sucker",62.35,3.5,19742,"F",11,516,1300
"180","Little Lake Harbor",48.32,4,19248,"F",11,518,1400
"181","Blind Sucker",28.05,3.5,19690,"M",11,472,800
"182","Blind Sucker",68.75,2.5,19758,"F",11,518,1200
"183","Deer Park",40.85,2.5,19347,"M",NA,408,500
"184","Deer Park",40.85,2.5,19348,"M",NA,468,900
"185","Deer Park",40.85,2.5,19349,"F",NA,366,400
"186","Deer Park",40.85,2.5,19350,"M",NA,417,600
"187","Deer Park",48.63,4.5,19352,"F",NA,515,1200
"188","Deer Park",48.63,4.5,19353,"F",NA,544,2000
"189","Deer Park",48.63,4.5,19354,"F",NA,505,1300
"190","Deer Park",48.63,4.5,19355,"M",NA,503,1400
"191","Deer Park",48.63,4.5,19356,"F",NA,512,1500
"192","Deer Park",48.63,4.5,19358,"M",NA,577,2600
"193","Deer Park",48.63,4.5,19359,"M",NA,483,1100
"194","Deer Park",48.63,4.5,19360,"M",NA,602,2000
"195","Deer Park",48.63,4.5,19361,"M",NA,471,900
"196","Deer Park",48.63,4.5,19362,"F",NA,540,1600
"197","Deer Park",48.63,4.5,19363,"M",NA,577,1600
"198","Deer Park",48.63,4.5,19364,"M",NA,472,1000
"199","Deer Park",51.68,3.5,19365,"M",NA,473,1000
"200","Deer Park",51.68,3.5,19366,"F",NA,504,1500
"201","Deer Park",51.68,3.5,19367,"F",NA,498,1400
"202","Deer Park",51.68,3.5,19368,"F",NA,551,1700
"203","Deer Park",51.68,3.5,19369,"M",NA,501,1000
"204","Deer Park",51.68,3.5,19370,"F",NA,606,2500
"205","Deer Park",51.68,3.5,19371,"M",NA,502,900
"206","Deer Park",51.68,3.5,19372,"M",NA,519,1300
"207","Deer Park",51.68,3.5,19373,"F",NA,436,700
"208","Deer Park",51.68,3.5,19374,"M",NA,492,1200
"209","Deer Park",51.68,3.5,19375,"M",NA,443,900
"210","Deer Park",51.68,3.5,19376,"F",NA,548,1300
"211","Deer Park",51.68,3.5,19377,"F",NA,531,1600
"212","Deer Park",53.96,4,19378,"M",NA,495,1000
"213","Deer Park",53.96,4,19379,"M",NA,544,1700
"214","Deer Park",53.96,4,19380,"M",NA,607,2200
"215","Deer Park",53.96,4,19381,"M",NA,514,1300
"216","Deer Park",55.49,2,19382,"M",NA,516,1300
"217","Deer Park",58.08,5,19383,"M",NA,589,2500
"218","Deer Park",58.08,5,19384,"M",NA,519,1500
"219","Deer Park",58.08,5,19385,"F",NA,540,1600
"220","Deer Park",58.08,5,19386,"F",NA,558,2100
"221","Deer Park",58.08,5,19387,"F",NA,552,1500
"222","Deer Park",58.08,5,19388,"F",NA,516,1700
"223","Deer Park",58.08,5,19389,"F",NA,541,1400
"224","Deer Park",58.08,5,19390,"F",NA,549,1500
"225","Deer Park",58.08,5,19391,"M",NA,507,1300
"226","Deer Park",59.3,5.5,19392,"F",NA,574,1700
"227","Deer Park",59.3,5.5,19393,"F",NA,623,2600
"228","Deer Park",59.3,5.5,19394,"M",NA,506,1300
"229","Deer Park",59.3,5.5,19395,"F",NA,574,1600
"230","Deer Park",59.3,5.5,19396,"M",NA,540,1500
"231","Deer Park",59.91,4,19397,"M",NA,536,1300
"232","Deer Park",59.91,4,19398,"M",NA,476,1000
"233","Deer Park",59.91,4,19399,"M",NA,460,900
"234","Deer Park",59.91,4,19400,"F",NA,562,1700
"235","Deer Park",59.91,4,19401,"M",NA,555,1500
"236","Deer Park",60.37,3.5,19402,"F",NA,539,1100
"237","Deer Park",60.37,3.5,19403,"M",NA,534,1400
"238","Deer Park",60.37,3.5,19404,"M",NA,482,900
"239","Deer Park",60.37,3.5,19405,"M",NA,518,1100
"240","Deer Park",60.37,3.5,19406,"M",NA,494,1000
"241","Deer Park",60.37,3.5,19407,"F",NA,562,1800
"242","Deer Park",60.37,3.5,19408,"F",NA,511,1400
"243","Deer Park",60.37,3.5,19409,"M",NA,516,1600
"244","Deer Park",60.37,3.5,19410,"F",NA,498,1000
"245","Deer Park",60.37,3.5,19411,"M",NA,486,1100
"246","Deer Park",60.37,3.5,19412,"M",NA,509,1000
"247","Deer Park",60.37,3.5,19413,"F",NA,505,1300
"248","Deer Park",60.37,3.5,19414,"M",NA,487,1200
"249","Deer Park",60.37,3.5,19415,"M",NA,498,1300
"250","Deer Park",60.37,3.5,19416,"M",NA,446,700
"251","Deer Park",60.37,3.5,19417,"F",NA,426,700
"252","Deer Park",60.37,3.5,19418,"M",NA,484,1000
"253","Deer Park",60.37,3.5,19419,"F",NA,504,1300
"254","Deer Park",60.37,3.5,19420,"F",NA,512,1100
"255","Deer Park",60.37,3.5,19421,"M",NA,491,900
"256","Deer Park",60.37,3.5,19422,"F",NA,421,600
"257","Deer Park",60.37,3.5,19423,"M",NA,402,600
"258","Deer Park",61.13,6,19425,"M",NA,490,1300
"259","Deer Park",61.89,2,19426,"M",NA,246,200
"260","Deer Park",62.5,5,19427,"F",NA,534,1400
"261","Deer Park",62.5,5,19428,"M",NA,501,1100
"262","Deer Park",62.5,5,19429,"M",NA,530,1500
"263","Deer Park",63.11,4.5,19430,"F",NA,486,1300
"264","Deer Park",63.11,4.5,19431,"M",NA,592,1900
"265","Deer Park",63.11,4.5,19432,"M",NA,476,900
"266","Deer Park",63.11,4.5,19433,"M",NA,487,1200
"267","Deer Park",63.11,4.5,19434,"F",NA,559,1600
"268","Deer Park",63.11,4.5,19435,"M",NA,488,1200
"269","Deer Park",63.11,4.5,19436,"M",NA,508,1500
"270","Deer Park",63.11,4.5,19437,"F",NA,526,1400
"271","Deer Park",63.11,4.5,19438,"F",NA,594,2000
"272","Deer Park",63.11,4.5,19439,"M",NA,424,1000
"273","Deer Park",63.11,4.5,19440,"F",NA,585,1000
"274","Deer Park",63.11,4.5,19441,"M",NA,489,1000
"275","Deer Park",63.11,4.5,19442,"F",NA,487,1000
"276","Deer Park",63.11,4.5,19443,"M",NA,510,1300
"277","Deer Park",63.11,4.5,19444,"M",NA,538,1600
"278","Deer Park",63.87,2.5,19445,"M",NA,525,1000
"279","Deer Park",63.87,2.5,19446,"M",NA,512,1400
"280","Deer Park",63.87,2.5,19447,"F",NA,512,1400
"281","Deer Park",63.87,2.5,19448,"M",NA,497,1400
"282","Deer Park",63.87,2.5,19449,"M",NA,556,1700
"283","Deer Park",63.87,2.5,19450,"M",NA,467,1100
"284","Deer Park",63.87,2.5,19451,"M",NA,526,1300
"285","Deer Park",63.87,2.5,19452,"M",NA,382,500
"286","Deer Park",63.87,2.5,19453,"F",NA,466,1000
"287","Deer Park",63.87,2.5,19454,"M",NA,498,1100
"288","Deer Park",63.87,2.5,19455,"M",NA,515,1200
"289","Deer Park",65.09,5.5,19456,"F",NA,477,900
"290","Deer Park",65.09,5.5,19457,"M",NA,552,1400
"291","Deer Park",65.09,5.5,19458,"M",NA,582,1700
"292","Deer Park",65.09,5.5,19459,"M",NA,489,900
"293","Deer Park",65.09,5.5,19460,"M",NA,520,1500
"294","Deer Park",65.09,5.5,19461,"F",NA,529,1200
"295","Deer Park",65.09,5.5,19462,"M",NA,564,1700
"296","Deer Park",65.09,5.5,19463,"F",NA,520,1400
"297","Deer Park",65.09,5.5,19464,"M",NA,486,1000
"298","Deer Park",65.09,5.5,19465,"F",NA,560,1700
"299","Deer Park",65.09,5.5,19466,"F",NA,480,1000
"300","Deer Park",65.09,5.5,19467,"M",NA,486,1000
"301","Deer Park",66.46,3,19468,"M",NA,515,1300
"302","Deer Park",66.46,3,19469,"M",NA,470,1000
"303","Deer Park",66.46,3,19470,"F",NA,506,1400
"304","Deer Park",66.46,3,19471,"M",NA,449,800
"305","Deer Park",66.46,3,19472,"M",NA,507,1400
"306","Deer Park",66.46,3,19473,"M",NA,493,1200
"307","Deer Park",66.46,3,19474,"M",NA,506,1000
"308","Deer Park",66.46,3,19475,"M",NA,320,300
"309","Deer Park",66.46,3,19476,"F",NA,535,1500
"310","Deer Park",66.46,3,19477,"M",NA,374,500
"311","Deer Park",66.46,3,19478,"M",NA,372,500
"312","Deer Park",66.46,3,19479,"M",NA,381,500
"313","Deer Park",66.46,3,19480,"F",NA,426,700
"314","Deer Park",66.46,3,19481,"M",NA,405,600
"315","Deer Park",66.46,3,19482,"M",NA,440,1000
"316","Deer Park",66.46,3,19483,"F",NA,410,600
"317","Deer Park",67.23,2,19484,"F",NA,501,1000
"318","Deer Park",67.23,2,19485,"M",NA,489,1300
"319","Deer Park",67.23,2,19486,"F",NA,540,1100
"320","Deer Park",67.23,2,19487,"M",NA,426,800
"321","Deer Park",67.23,2,19488,"M",NA,522,1600
"322","Deer Park",67.23,2,19489,"M",NA,449,900
"323","Deer Park",67.23,2,19490,"M",NA,422,800
"324","Deer Park",67.53,4.5,19491,"M",NA,509,1200
"325","Deer Park",67.53,4.5,19492,"F",NA,583,1900
"326","Deer Park",67.53,4.5,19493,"F",NA,506,1200
"327","Deer Park",67.53,4.5,19494,"M",NA,572,1600
"328","Deer Park",67.53,4.5,19495,"F",NA,566,1700
"329","Deer Park",67.53,4.5,19496,"F",NA,549,1600
"330","Deer Park",67.53,4.5,19497,"M",NA,478,1000
"331","Deer Park",67.53,4.5,19498,"M",NA,495,1100
"332","Deer Park",67.53,4.5,19499,"F",NA,520,1500
"333","Deer Park",67.53,4.5,19500,"F",NA,492,1100
"334","Deer Park",67.53,4.5,19501,"M",NA,449,900
"335","Deer Park",68.6,3,19502,"M",NA,542,1200
"336","Deer Park",68.6,3,19503,"M",NA,484,1000
"337","Deer Park",68.6,3,19504,"M",NA,459,900
"338","Deer Park",68.6,3,19505,"F",NA,410,600
"339","Deer Park",68.6,3,19506,"F",NA,452,600
"340","Deer Park",68.6,3,19507,"M",NA,422,700
"341","Deer Park",68.6,3,19508,"M",NA,519,1500
"342","Deer Park",68.6,3,19509,"F",NA,532,1800
"343","Deer Park",68.6,3,19510,"M",NA,414,600
"344","Deer Park",68.6,3,19511,"M",NA,635,2900
"345","Deer Park",68.6,3,19512,"F",NA,493,1300
"346","Deer Park",68.6,3,19513,"M",NA,500,1300
"347","Deer Park",68.6,3,19514,"F",NA,386,500
"348","Deer Park",68.6,3,19515,"F",NA,542,1600
"349","Deer Park",68.6,3,19516,"M",NA,420,700
"350","Deer Park",68.6,3,19517,"F",NA,412,600
"351","Deer Park",68.6,3,19518,"F",NA,493,1100
"352","Deer Park",69.21,2.5,19519,"M",NA,444,800
"353","Deer Park",69.21,2.5,19520,"M",NA,544,1400
"354","Deer Park",69.21,2.5,19521,"M",NA,489,1200
"355","Deer Park",69.21,2.5,19522,"M",NA,487,900
"356","Deer Park",69.21,2.5,19523,"F",NA,465,1000
"357","Deer Park",69.21,2.5,19524,"F",NA,379,500
"358","Deer Park",69.21,2.5,19525,"M",NA,490,1200
"359","Deer Park",69.21,2.5,19526,"F",NA,381,500
"360","Deer Park",69.21,2.5,19527,"F",NA,445,800
"361","Deer Park",69.21,2.5,19528,"F",NA,401,500
"362","Deer Park",69.21,2.5,19529,"F",NA,609,2100
"363","Deer Park",69.21,2.5,19530,"F",NA,426,700
"364","Deer Park",69.21,2.5,19531,"M",NA,472,1100
"365","Deer Park",69.21,2.5,19532,"F",NA,364,500
"366","Deer Park",69.21,2.5,19533,"M",NA,338,400
"367","Deer Park",69.82,3.5,19534,"M",NA,519,1100
"368","Deer Park",69.82,3.5,19535,"M",NA,493,1100
"369","Deer Park",69.82,3.5,19536,"M",NA,492,1200
"370","Deer Park",69.82,3.5,19537,"F",NA,512,1200
"371","Deer Park",69.82,3.5,19538,"M",NA,480,1100
"372","Deer Park",69.82,3.5,19539,"M",NA,449,900
"373","Deer Park",69.82,3.5,19540,"F",NA,508,1400
"374","Deer Park",69.82,3.5,19541,"M",NA,519,1400
"375","Deer Park",69.82,3.5,19542,"F",NA,545,1500
"376","Deer Park",69.82,3.5,19543,"F",NA,496,1100
"377","Deer Park",69.82,3.5,19544,"M",NA,406,600
"378","Deer Park",69.82,3.5,19545,"F",NA,461,800
"379","Deer Park",69.82,3.5,19546,"F",NA,414,1300
"380","Deer Park",69.82,3.5,19547,"F",NA,506,1100
"381","Deer Park",69.82,3.5,19548,"M",NA,483,900
"382","Deer Park",69.82,3.5,19549,"M",NA,502,1100
"383","Deer Park",69.82,3.5,19550,"F",NA,530,1300
"384","Deer Park",69.82,3.5,19551,"F",NA,434,700
"385","Deer Park",69.82,3.5,19552,"F",NA,435,1600
"386","Deer Park",69.82,3.5,19553,"F",NA,573,1800
"387","Deer Park",69.82,3.5,19554,"F",NA,491,1100
"388","Deer Park",69.82,3.5,19555,"F",NA,400,700
"389","Deer Park",69.82,3.5,19556,"M",NA,439,600
"390","Deer Park",70.73,4,19557,"M",NA,621,2300
"391","Deer Park",70.73,4,19558,"M",NA,580,1800
"392","Deer Park",70.73,4,19559,"F",NA,485,1200
"393","Deer Park",70.73,4,19560,"F",NA,482,1300
"394","Deer Park",70.73,4,19561,"F",NA,551,1600
"395","Deer Park",70.73,4,19562,"F",NA,562,1800
"396","Deer Park",71.65,5,19563,"F",NA,549,1300
"397","Deer Park",71.65,5,19564,"F",NA,524,1500
"398","Deer Park",71.65,5,19565,"M",NA,481,1100
"399","Deer Park",71.65,5,19566,"M",NA,490,1200
"400","Deer Park",71.65,5,19567,"M",NA,528,1300
"401","Deer Park",71.65,5,19568,"F",NA,531,1500
"402","Deer Park",71.65,5,19569,"M",NA,544,1400
"403","Deer Park",71.65,5,19570,"F",NA,529,1500
"404","Deer Park",71.65,5,19571,"F",NA,575,1700
"405","Deer Park",72.71,6,19572,"F",NA,451,800
"406","Deer Park",72.71,6,19573,"M",NA,540,1500
"407","Deer Park",73.48,3,19574,"M",NA,450,700
"408","Deer Park",73.48,3,19575,"F",NA,495,1000
"409","Deer Park",73.78,2.5,19576,"M",NA,553,1600
"410","Deer Park",73.78,2.5,19577,"M",NA,741,4300
"411","Deer Park",73.78,2.5,19578,"F",NA,592,1700
"412","Deer Park",73.78,2.5,19579,"M",NA,529,1300
"413","Deer Park",73.78,2.5,19580,"M",NA,526,1400
"414","Deer Park",73.78,2.5,19581,"F",NA,477,1000
"415","Deer Park",73.78,2.5,19582,"F",NA,528,1400
"416","Deer Park",73.78,2.5,19583,"M",NA,508,1200
"417","Deer Park",73.78,2.5,19584,"F",NA,476,1100
"418","Deer Park",73.78,2.5,19585,"F",NA,381,500
"419","Deer Park",73.78,2.5,19586,"F",NA,418,600
"420","Deer Park",73.78,2.5,19587,"F",NA,472,1000
"421","Deer Park",73.78,2.5,19588,"M",NA,407,500
"422","Deer Park",73.78,2.5,19589,"F",NA,380,500
"423","Deer Park",73.78,2.5,19590,"M",NA,373,500
"424","Deer Park",73.78,2.5,19591,"M",NA,438,700
"425","Deer Park",74.24,4.5,19592,"F",NA,513,1300
"426","Deer Park",74.24,4.5,19593,"F",NA,530,1400
"427","Deer Park",74.24,4.5,19594,"M",NA,532,1200
"428","Deer Park",74.24,4.5,19595,"F",NA,593,2200
"429","Deer Park",74.24,4.5,19596,"F",NA,548,1900
"430","Deer Park",74.24,4.5,19597,"M",NA,528,1400
"431","Deer Park",74.24,4.5,19598,"F",NA,550,1300
"432","Deer Park",74.24,4.5,19599,"M",NA,450,700
"433","Deer Park",74.24,4.5,19600,"M",NA,521,1300
"434","Deer Park",74.24,4.5,19601,"M",NA,500,1100
"435","Deer Park",74.7,6,19602,"M",NA,560,1000
"436","Deer Park",75.46,5,19603,"M",NA,515,1400
"437","Deer Park",75.46,5,19604,"M",NA,576,1400
"438","Deer Park",75.46,5,19605,"M",NA,498,1200
"439","Deer Park",75.46,5,19606,"M",NA,584,1600
"440","Deer Park",75.46,5,19607,"F",NA,568,700
"441","Deer Park",76.52,5.5,19609,"F",NA,548,1800
"442","Deer Park",76.52,5.5,19610,"M",NA,618,2100
"443","Deer Park",76.52,5.5,19611,"F",NA,522,1200
"444","Deer Park",76.83,3.5,19612,"F",NA,597,2100
"445","Deer Park",76.83,3.5,19613,"F",NA,429,700
"446","Deer Park",76.83,3.5,19614,"M",NA,530,1500
"447","Deer Park",76.83,3.5,19615,"M",NA,556,1700
"448","Deer Park",76.83,3.5,19616,"F",NA,544,1500
"449","Deer Park",76.83,3.5,19617,"F",NA,523,1400
"450","Deer Park",76.83,3.5,19618,"F",NA,493,1200
"451","Deer Park",76.83,3.5,19619,"F",NA,500,1200
"452","Deer Park",76.83,3.5,19620,"F",NA,539,1400
"453","Deer Park",76.83,3.5,19621,"M",NA,486,1100
"454","Deer Park",76.83,3.5,19622,"F",NA,483,1100
"455","Deer Park",76.83,3.5,19623,"M",NA,441,700
"456","Deer Park",76.83,3.5,19624,"F",NA,550,1500
"457","Deer Park",76.98,4,19625,"F",NA,762,4100
"458","Deer Park",76.98,4,19626,"F",NA,680,3400
"459","Deer Park",76.98,4,19627,"M",NA,593,2100
"460","Deer Park",76.98,4,19628,"F",NA,600,1800
